col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48
59.166.0.5,15740,149.171.126.5,14447,tcp,FIN,0.651368,4264,3080,31,29,7,7,-,50502.94141,36575.32813,28,30,255,255,637548548,1052820445,152,103,0,0,1439.348453,37.575262,1421927771,1421927771,24.112482,22.440793,0.000737,0.000579,0.000158,0,0,0,0,0,7,5,3,5,1,1,2,,0
175.45.176.1,29339,149.171.126.11,111,tcp,FIN,0.92481,564,354,254,252,2,1,-,4394.416016,2681.631836,10,8,255,255,3563535605,3500258385,56,44,0,0,7802.250852,180.833203,1424223046,1424223047,102.650556,127.189289,0.070514,0.034484,0.03603,0,1,,, ,1,2,1,1,1,1,1, Reconnaissance ,1
59.166.0.2,25800,149.171.126.8,23685,tcp,FIN,0.109948,4014,59460,31,29,7,28,-,287772.4063,4264634,68,70,255,255,584900274,598707380,59,849,0,0,84.55911,86.426453,1421927738,1421927738,1.608716,1.578971,0.003771,0.000995,0.002776,0,0,0,0,0,11,6,2,5,1,1,1,,0
59.166.0.3,11346,149.171.126.2,22,tcp,FIN,0.014527,5928,8114,31,29,14,17,ssh,3212225.5,4394025,62,60,255,255,2021138213,4166836097,96,135,0,0,17.240461,15.569972,1421927464,1421927464,0.238148,0.233712,0.000818,0.000623,0.000195,0,0,0,0,0,1,1,6,4,1,1,2,,0
59.166.0.9,50590,149.171.126.5,5190,tcp,FIN,0.004266,1064,2260,31,29,4,4,-,1830286,3885607.25,12,12,255,255,764669262,2914561123,89,188,0,0,17.747174,0.397624,1421928235,1421928235,0.353818,0.33,0.000775,0.000625,0.00015,0,0,0,0,0,2,4,5,1,1,1,1,,0
175.45.176.0,0,149.171.126.13,0,micp,INT,0.000003,200,0,254,0,0,0,-,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223222,1424223222,0.003,0,0,0,0,0,2,,, ,6,6,3,2,2,2,6,DoS,1
175.45.176.3,1271,149.171.126.19,111,tcp,FIN,0.737081,564,354,254,252,2,1,-,5513.641113,3364.623535,10,8,255,255,1222271388,811018655,56,44,0,0,5740.12513,139.34425,1421928575,1421928576,79.69,97.176711,0.085777,0.056824,0.028953,0,1,0,0,0,16,1,2,5,1,1,1,Reconnaissance,1
175.45.176.1,63575,149.171.126.15,179,tcp,FIN,0.552746,686,354,254,252,2,1,-,8944.433594,4486.689941,10,8,255,255,2670075349,2806530993,69,44,0,0,3836.694266,122.230883,1421934380,1421934381,61.416222,65.166285,0.127163,0.066,0.061163,0,1,0,0,0,6,6,2,2,2,1,2, Fuzzers,1
175.45.176.1,56357,149.171.126.14,25,tcp,FIN,2.549301,4236,1722,62,252,8,8,-,12690.53809,5133.956543,22,20,255,255,1292253703,2471527247,193,86,0,0,7161.356472,185.974047,1421933090,1421933092,121.395286,129.514789,0.158457,0.087501,0.070956,0,1,0,0,0,1,5,3,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000007,200,0,254,0,0,0,-,114285712,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930771,1421930771,0.007,0,0,0,0,0,2,0,0,0,6,6,2,3,2,2,2,Exploits,1
59.166.0.5,57084,149.171.126.8,27352,tcp,FIN,0.013876,2542,19266,31,29,7,13,-,1429230.25,10830210,40,40,255,255,1530195125,3704714982,64,482,0,0,22.304495,0.545503,1421927804,1421927804,0.347308,0.343205,0.000611,0.000488,0.000123,0,0,0,0,0,7,3,1,7,1,1,1,,0
175.45.176.1,63780,149.171.126.16,25,tcp,FIN,2.97116,420953,3704,62,252,165,8,smtp,1130066.375,9822.426758,336,66,255,255,2486829913,2191524997,1253,56,0,0,1430.042328,83.870398,1421929375,1421929378,8.869134,45.380969,0.042248,0.020836,0.021412,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,0,149.171.126.12,0,ospf,INT,7.312841,10880,0,254,0,0,0,-,11604.79199,0,40,0,0,0,0,0,272,0,0,0,215.203906,0,1424221794,1424221801,187.50875,0,0,0,0,0,2,,, ,1,1,1,2,1,1,1, Reconnaissance ,1
175.45.176.3,62588,149.171.126.19,1530,tcp,FIN,0.679884,486,268,254,252,2,1,-,5153.820312,2635.743652,10,6,255,255,4045327020,65187829,49,45,0,0,4066.943584,208.299391,1421928768,1421928768,73.198111,126.611797,0.11598,0.046821,0.069159,0,1,0,0,0,2,1,1,3,1,1,1,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931200,1421931200,0.011,0,0,0,0,0,2,0,0,0,13,13,4,4,4,4,4,Generic,1
59.166.0.4,33593,149.171.126.4,6881,tcp,FIN,6.761967,1540,1644,31,29,4,4,-,1708.37854,1837.335205,16,18,255,255,2135981582,307626296,96,91,0,0,27299.98259,709.32075,1421927444,1421927450,450.774925,397.733875,0.000629,0.00049,0.000139,0,0,0,0,0,13,12,12,17,10,1,6,,0
59.166.0.7,28236,149.171.126.0,80,tcp,FIN,1.087759,1580,10168,31,29,3,5,http,10656.77246,70633.28906,12,18,255,255,1202579463,1203654775,132,565,1,3924,9568.194612,7709.018095,1421927778,1421927779,98.853906,63.954823,0.000663,0.000522,0.000141,0,0,1,0,0,2,2,9,6,1,1,2,,0
59.166.0.6,3200,149.171.126.7,47442,tcp,FIN,0.02164,2438,19266,31,29,7,13,-,877634,6944547,38,40,255,255,3009447447,3050221298,64,482,0,0,34.655437,33.980518,1421927731,1421927731,0.575054,0.539282,0.000797,0.000603,0.000194,0,0,0,0,0,6,6,4,3,1,1,1,,0
59.166.0.3,57970,149.171.126.5,55679,udp,CON,0.001715,528,304,31,29,0,0,-,1847230.25,1063556.875,4,4,0,0,0,0,132,76,0,0,0.623434,0.290634,1421927606,1421927606,0.446333,0.211,0,0,0,0,0,0,0,0,3,8,3,4,1,1,3,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000005,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421930961,1421930961,0.005,0,0,0,0,0,2,0,0,0,10,10,3,3,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,iatp,INT,0.00001,200,0,254,0,0,0,-,114285712,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930715,1421930715,0.007,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
175.45.176.0,0,149.171.126.13,0,tlsp,INT,0.000008,200,0,254,0,0,0,-,100000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223199,1424223199,0.008,0,0,0,0,0,2,,, ,6,6,2,2,2,2,6,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000003,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932325,1421932325,0.003,0,0,0,0,0,2,0,0,0,15,15,4,4,4,4,4,Generic,1
175.45.176.3,45188,149.171.126.15,80,tcp,FIN,0.780063,68189,612,254,252,27,1,http,687667.5625,5835.42627,60,14,255,255,3788067240,3429617587,1136,44,0,0,1333.001814,67.808289,1421932080,1421932081,12.987576,54.872539,0.092079,0.066712,0.025367,0,1,0,0,0,5,5,1,1,1,1,1, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000001,114,0,254,0,0,0,dns,456000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931998,1421931998,0.001,0,0,0,0,0,2,0,0,0,10,10,3,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000004,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933516,1421933516,0.004,0,0,0,0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.3,46058,149.171.126.11,80,tcp,FIN,0.198007,1008,268,254,252,2,1,-,36685.57031,9050.18457,10,6,255,255,719080926,1975254363,101,45,0,0,1230.215581,53.261293,1421932419,1421932420,20.912444,34.816398,0.030915,0.023921,0.006994,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,6448,149.171.126.17,520,udp,INT,0.000006,1098,0,254,0,0,0,-,732000000,0,2,0,0,0,0,0,549,0,0,0,0,0,1424222948,1424222948,0.006,0,0,0,0,0,2,,, ,5,4,1,2,1,1,4, Fuzzers ,1
59.166.0.7,45253,149.171.126.4,6881,tcp,FIN,0.028596,1540,1644,31,29,4,4,-,403972.5625,434466.3438,16,18,255,255,1431246682,1440475649,96,91,0,0,118.266141,3.297542,1421928032,1421928032,1.884467,1.654941,0.000564,0.000458,0.000106,0,0,0,0,0,9,7,7,9,5,1,5,,0
175.45.176.3,60047,149.171.126.14,21,tcp,FIN,1.396208,68109,1026,254,252,28,4,ftp,383959.9688,5586.560059,62,20,255,255,2012491572,1852740459,1099,51,0,0,2153.716385,84.930016,1421931635,1421931637,22.888655,67.701367,0.180095,0.109223,0.070872,0,1,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223274,1424223274,0.009,0,0,0,0,0,2,,, ,19,19,9,11,9,9,19,Generic,1
59.166.0.8,60615,149.171.126.0,6881,tcp,FIN,0.01898,1540,1644,31,29,4,4,-,608640.6875,654583.75,16,18,255,255,1933695846,4087405917,96,91,0,0,75.380291,2.291231,1421928023,1421928023,1.244267,1.088588,0.000596,0.00047,0.000126,0,0,0,0,0,8,9,7,9,5,1,5,,0
175.45.176.0,0,149.171.126.13,0,micp,INT,0.000003,200,0,254,0,0,0,-,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223222,1424223222,0.003,0,0,0,0,0,2,,, ,6,6,3,2,2,2,6,Exploits,1
59.166.0.6,8518,149.171.126.2,6881,tcp,FIN,0.01718,1540,1644,31,29,4,4,-,672409.8125,723166.5,16,18,255,255,713038775,719322341,96,91,0,0,79.660646,1.527604,1421927877,1421927877,1.120467,0.983412,0.00058,0.000458,0.000122,0,0,0,0,0,13,7,3,5,3,1,3,,0
175.45.176.0,0,149.171.126.10,0,ospf,REQ,58.894917,5400,0,254,0,0,0,-,718.8396,0,50,0,0,0,0,0,108,0,0,0,2070.47025,0,1421928461,1421928520,1251.720125,0,0,0,0,0,6,0,0,0,7,7,4,4,2,2,4, Fuzzers,1
175.45.176.0,0,149.171.126.13,0,trunk-1,INT,0.000005,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223172,1424223172,0.005,0,0,0,0,0,2,,, ,6,6,3,5,3,3,6,Backdoor,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000005,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931291,1421931291,0.005,0,0,0,0,0,2,0,0,0,7,7,4,5,4,4,4,Generic,1
175.45.176.2,57462,149.171.126.18,4377,tcp,FIN,0.2703,492,268,254,252,2,1,-,13111.35742,6629.670898,10,6,255,255,2040461904,4172513380,49,45,0,0,1403.968068,64.249648,1421929833,1421929833,27.853444,43.598602,0.082918,0.052296,0.030622,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
59.166.0.2,15433,149.171.126.9,111,udp,CON,0.004298,568,304,31,29,0,0,-,792926.9375,424383.4063,4,4,0,0,0,0,142,76,0,0,1.635303,1.35081,1421928178,1421928178,1.161333,0.957667,0,0,0,0,0,0,0,0,15,8,4,3,1,1,3,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931897,1421931897,0.011,0,0,0,0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
59.166.0.9,50676,149.171.126.6,53,udp,CON,0.001054,146,178,31,29,0,0,dns,554079.6875,675521.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927796,1421927796,0.01,0.006,0,0,0,0,0,0,0,0,4,2,2,6,3,1,1,,0
59.166.0.1,2104,149.171.126.2,53,udp,CON,0.000921,132,164,31,29,0,0,dns,573289.875,712269.25,2,2,0,0,0,0,66,82,0,0,0,0,1421927448,1421927448,0.011,0.002,0,0,0,0,0,0,0,0,1,2,9,11,1,1,1,,0
175.45.176.2,14037,149.171.126.13,111,tcp,FIN,1.642084,564,354,254,252,2,1,-,2474.903809,1510.276001,10,8,255,255,713560228,959599584,56,44,0,0,10446.10309,302.910312,1424220135,1424220136,179.922111,207.239,0.417609,0.191406,0.226203,0,1,,, ,1,5,2,2,1,1,1, Reconnaissance ,1
175.45.176.0,44244,149.171.126.17,179,tcp,FIN,0.84257,5742,354,254,252,3,1,-,49980.41797,2943.375488,12,8,255,255,3087518407,92023739,479,44,0,0,5626.941838,143.962469,1421928851,1421928852,76.597276,105.482,0.139218,0.103435,0.035783,0,1,0,0,0,3,3,1,2,1,1,1, Fuzzers,1
175.45.176.1,15129,149.171.126.13,80,tcp,FIN,0.752791,844,268,254,252,2,1,-,8076.61084,2380.474854,10,6,255,255,3540328016,64668143,84,45,0,0,4789.571451,242.397,1421932736,1421932737,81.405667,139.008594,0.089799,0.057736,0.032063,0,1,0,0,0,6,1,1,6,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000012,114,0,254,0,0,0,dns,38000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932115,1421932115,0.012,0,0,0,0,0,2,0,0,0,13,13,3,4,3,3,3,Generic,1
59.166.0.4,54166,149.171.126.7,143,tcp,FIN,0.8819,7814,16912,31,29,30,32,-,70302.75781,152198.6563,122,126,255,255,4151638382,4148449646,64,134,0,0,467.515335,464.148268,1421927665,1421927666,7.282025,7.051568,0.000574,0.00045,0.000124,0,0,0,0,0,7,2,2,4,1,1,1,,0
175.45.176.0,0,149.171.126.13,0,pim,INT,0.000003,200,0,254,0,0,0,-,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223226,1424223226,0.003,0,0,0,0,0,2,,, ,3,3,2,11,2,2,3, Fuzzers ,1
59.166.0.7,51277,149.171.126.1,6881,tcp,FIN,0.018622,1540,1644,31,29,4,4,-,620341.5625,667167.875,16,18,255,255,3642191508,3652089521,96,91,0,0,75.270479,2.023698,1421928154,1421928154,1.220467,1.067882,0.000589,0.000465,0.000124,0,0,0,0,0,8,7,6,8,6,1,6,,0
59.166.0.2,64079,149.171.126.9,6881,tcp,FIN,0.298245,10648,447154,31,29,18,161,-,284061.75,11960958,182,360,255,255,2225029397,2228727417,59,1242,0,0,93.181912,48.641592,1421928227,1421928227,1.645884,0.829231,0.000736,0.000547,0.000189,0,0,0,0,0,19,14,14,20,12,1,12,,0
175.45.176.0,34993,149.171.126.19,8088,tcp,FIN,0.842657,29012,440,254,252,11,1,-,265597.9688,3759.536621,28,10,255,255,630045116,2873675845,1036,44,0,0,2749.517343,142.490656,1421927835,1421927836,31.209518,87.481109,0.225521,0.054719,0.170802,0,1,0,0,0,5,1,1,2,1,1,1,Exploits,1
175.45.176.2,60544,149.171.126.16,143,tcp,FIN,2.484499,1088,28254,62,252,6,16,-,3329.443848,88452.4375,20,36,255,255,1501772525,177768166,54,785,0,0,8072.119023,5973.487097,1424223205,1424223208,130.763099,68.691085,0.188231,0.080063,0.108168,0,1,,, ,1,2,2,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932227,1421932227,0.008,0,0,0,0,0,2,0,0,0,7,7,1,1,1,1,1,Generic,1
59.166.0.7,10915,149.171.126.0,53,udp,CON,0.001078,146,178,31,29,0,0,dns,541744,660482.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421927890,1421927890,0.01,0.008,0,0,0,0,0,0,0,0,1,1,3,4,1,1,2,,0
175.45.176.0,64469,149.171.126.18,179,tcp,FIN,3.150938,890,764,254,252,4,4,-,2120.003662,1802.637817,16,14,255,255,2768511996,1323164877,56,55,0,0,14089.51177,401.030125,1421933127,1421933130,210.05846,234.656688,0.219809,0.100391,0.119418,0,1,0,0,0,4,2,1,1,1,1,1, Fuzzers,1
175.45.176.0,0,149.171.126.13,0,fire,INT,0.000001,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223239,1424223239,0.001,0,0,0,0,0,2,,, ,4,4,1,9,1,1,4,DoS,1
59.166.0.5,53605,149.171.126.5,6881,tcp,FIN,0.242465,12034,501566,31,29,19,180,-,395174.5625,16507553,208,400,255,255,25819126,2179014984,58,1254,0,0,63.88855,33.469084,1421927937,1421927937,1.168686,0.606336,0.000671,0.000533,0.000138,0,0,0,0,0,9,12,8,9,6,1,6,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000002,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933801,1421933801,0.002,0,0,0,0,0,2,0,0,0,4,4,1,1,1,1,1,Generic,1
175.45.176.1,31496,149.171.126.14,445,tcp,FIN,1.202281,986,760,254,252,3,2,-,6015.23291,4424.922363,12,8,255,255,3001720639,2959253312,82,95,0,0,5421.682162,204.921578,1421927962,1421927963,103.816544,159.544578,0.187915,0.085466,0.102449,0,1,0,0,0,4,3,1,1,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000007,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931834,1421931834,0.007,0,0,0,0,0,2,0,0,0,14,14,11,7,7,3,7,Generic,1
10.40.85.1,0,224.0.0.5,0,ospf,REQ,50.004372,384,0,1,0,0,0,-,51.195522,0,6,0,0,0,0,0,64,0,0,0,2.582573,0,1421927557,1421927607,10000.873,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,,0
175.45.176.3,45770,149.171.126.15,80,tcp,FIN,0.855369,68197,612,254,252,27,1,http,627200.6875,5321.680176,60,14,255,255,1826329471,1852853068,1137,44,1,0,1387.526429,77.239688,1421932049,1421932050,14.155881,60.49377,0.130907,0.068949,0.061958,0,1,1,0,0,3,3,1,1,1,1,1, Fuzzers,1
59.166.0.6,35427,149.171.126.2,6881,tcp,FIN,0.020932,1540,1644,31,29,4,4,-,551882.3125,593541,16,18,255,255,3877417209,3884725845,96,91,0,0,86.200975,2.408602,1421928205,1421928205,1.374267,1.204471,0.000574,0.000453,0.000121,0,0,0,0,0,7,7,7,11,6,1,6,,0
59.166.0.0,5329,149.171.126.1,80,tcp,FIN,1.107337,1684,10168,31,29,3,5,http,11299.17969,69384.47656,14,18,255,255,459509408,460978757,120,565,1,3924,8809.60296,7713.146121,1421928199,1421928200,85.150849,65.106824,0.000657,0.000513,0.000144,0,0,1,0,0,5,5,6,7,1,1,2,,0
59.166.0.1,59946,149.171.126.5,53,udp,CON,0.001036,146,178,31,29,0,0,dns,563706.5625,687258.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421927522,1421927522,0.008,0.002,0,0,0,0,0,0,0,0,2,4,5,3,1,1,1,,0
175.45.176.0,17639,149.171.126.10,21,tcp,FIN,1.255361,1182,1642,62,252,7,9,ftp,7194.743652,9992.344727,22,22,255,255,1466459291,995563906,54,75,0,0,3197.533766,3779.441421,1421929069,1421929070,59.779097,59.172524,0.062256,0.00701,0.055246,0,1,0,1,1,1,1,2,3,1,1,2,Exploits,1
175.45.176.0,0,149.171.126.13,0,unas,INT,0.000008,200,0,254,0,0,0,-,100000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223282,1424223282,0.008,0,0,0,0,0,2,,, ,7,7,4,21,4,4,7,DoS,1
175.45.176.2,33356,149.171.126.13,1723,tcp,FIN,0.646322,2484,354,254,252,2,1,-,27676.60742,3837.09668,10,8,255,255,584249873,155457371,248,44,0,0,4320.124592,111.350281,1421929295,1421929296,66.046444,81.88243,0.129521,0.073138,0.056383,0,1,0,0,0,4,4,2,2,2,1,2, Fuzzers,1
59.166.0.8,53795,149.171.126.4,53,udp,CON,0.00123,146,178,31,29,0,0,dns,474796.7188,578861.75,2,2,0,0,0,0,73,89,0,0,0,0,1421928157,1421928157,0.011,0.008,0,0,0,0,0,0,0,0,3,6,1,1,1,1,1,,0
59.166.0.5,61958,149.171.126.4,80,tcp,FIN,0.004083,1058,822,31,29,2,2,http,1814352.125,1449914.25,8,10,255,255,3276855252,1132495640,132,82,1,82,33.730094,0.704844,1421927534,1421927534,0.532714,0.391667,0.000717,0.000553,0.000164,0,0,1,0,0,2,1,3,6,1,1,2,,0
59.166.0.9,57311,149.171.126.6,80,tcp,FIN,1.013859,1684,10168,31,29,3,5,http,12340.96582,75781.74219,14,18,255,255,353037740,354036023,120,565,1,3924,8762.156008,7676.515696,1421927877,1421927878,77.896615,59.606176,0.000683,0.000551,0.000132,0,0,1,0,0,2,1,5,4,2,1,2,,0
175.45.176.3,34553,149.171.126.14,25,tcp,FIN,0.843665,2815,1616,62,252,8,8,smtp,25488.78906,14565.02246,22,20,255,255,2319870906,1681484781,128,81,0,0,1967.816816,54.737137,1421929143,1421929144,40.174524,43.876211,0.051568,0.005591,0.045977,0,1,0,0,0,2,2,1,1,1,1,1,Exploits,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,0.000003,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223204,1424223204,0.003,0,0,0,0,0,2,,, ,9,9,9,13,9,9,9,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000012,114,0,254,0,0,0,dns,38000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421930971,1421930971,0.012,0,0,0,0,0,2,0,0,0,18,18,7,8,7,4,7,Generic,1
175.45.176.0,44004,149.171.126.17,21,tcp,FIN,4.343017,1288,1650,62,252,7,9,ftp,2274.91626,2901.208984,24,22,255,255,1981522460,2692151444,54,75,0,0,10581.6351,352.894,1421927928,1421927932,188.826823,200.214,0.198675,0.107181,0.091494,0,1,0,0,0,1,1,2,2,1,1,2,Exploits,1
59.166.0.2,39900,149.171.126.7,80,tcp,FIN,1.118561,1580,10168,31,29,3,5,http,10363.31445,68688.25,12,18,255,255,117809509,118879639,132,565,1,3924,10446.48732,8411.910497,1421927826,1421927827,101.502634,65.767644,0.000678,0.00051,0.000168,0,0,1,0,0,3,2,2,7,1,1,2,,0
59.166.0.5,48755,149.171.126.9,6881,tcp,FIN,4.361941,13142,548216,31,29,21,197,-,23998.49219,1003158.938,228,438,255,255,581536972,632242819,58,1252,0,0,3968.502609,2841.340832,1421927548,1421927552,19.214207,9.980245,0.000699,0.000573,0.000126,0,0,0,0,0,8,9,4,2,1,1,1,,0
175.45.176.1,35681,149.171.126.14,179,tcp,FIN,0.672265,774,556,254,252,4,3,-,8556.149414,5961.93457,14,10,255,255,723981045,3891357182,55,56,0,0,2473.621744,87.323188,1421932762,1421932763,49.834538,68.388219,0.111298,0.05676,0.054538,0,1,0,0,0,6,6,1,1,1,1,1, Fuzzers,1
59.166.0.9,57599,149.171.126.6,53,udp,CON,0.001011,146,178,31,29,0,0,dns,577645.875,704253.1875,2,2,0,0,0,0,73,89,0,0,0,0,1421927877,1421927877,0.001,0.006,0,0,0,0,0,0,0,0,2,4,1,1,1,1,1,,0
59.166.0.3,11005,149.171.126.2,6881,tcp,FIN,0.018746,1540,1644,31,29,4,4,-,616238.125,662754.75,16,18,255,255,1636672922,1644114360,96,91,0,0,75.325935,2.038063,1421928126,1421928126,1.228333,1.074941,0.000618,0.000465,0.000153,0,0,0,0,0,14,6,6,11,5,1,5,,0
59.166.0.3,5690,149.171.126.5,6881,tcp,FIN,6.219354,1540,1644,31,29,4,4,-,1857.427612,1997.635132,16,18,255,255,1321013512,2734142642,96,91,0,0,23922.1086,643.810875,1421927444,1421927450,414.598123,345.480813,0.346959,0.346176,0.000783,0,0,0,0,0,11,9,12,11,10,1,5,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932662,1421932662,0.011,0,0,0,0,0,2,0,0,0,15,15,4,4,4,4,4,Generic,1
175.45.176.3,19234,149.171.126.15,520,udp,INT,0.000003,104,0,254,0,0,0,-,138666656,0,2,0,0,0,0,0,52,0,0,0,0,0,1421931812,1421931812,0.003,0,0,0,0,0,2,0,0,0,13,5,1,4,1,1,1, Fuzzers,1
175.45.176.0,0,149.171.126.13,0,br-sat-mon,INT,0.000008,200,0,254,0,0,0,-,100000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223210,1424223210,0.008,0,0,0,0,0,2,,, ,4,4,2,10,2,2,4,Backdoor,1
59.166.0.1,34217,149.171.126.1,6881,tcp,FIN,2.948825,13766,548216,31,29,21,197,-,37191.76563,1483886,240,438,255,255,3094492213,950660535,57,1252,0,0,4806.895776,3555.016637,1421927738,1421927741,12.336799,6.746739,0.000636,0.000495,0.000141,0,0,0,0,0,11,15,4,7,2,1,2,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931142,1421931142,0.011,0,0,0,0,0,2,0,0,0,8,8,1,3,1,1,1,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000002,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933801,1421933801,0.002,0,0,0,0,0,2,0,0,0,13,13,3,4,3,3,3,Generic,1
59.166.0.1,9633,149.171.126.9,53,udp,CON,0.000951,132,164,31,29,0,0,dns,555205.0625,689800.1875,2,2,0,0,0,0,66,82,0,0,0,0,1421928121,1421928121,0.002,0.003,0,0,0,0,0,0,0,0,2,1,2,8,1,1,1,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000011,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930757,1421930757,0.001,0,0,0,0,0,2,0,0,0,15,15,3,3,2,2,3,Exploits,1
175.45.176.0,10726,149.171.126.11,143,tcp,FIN,1.703359,1094,6026,62,252,6,8,-,4884.466309,27019.55273,20,22,255,255,1367590556,2793027823,55,274,0,0,4988.033359,5613.326414,1421932514,1421932515,89.650474,77.998854,0.091761,0.064684,0.027077,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931217,1421931217,0.011,0,0,0,0,0,2,0,0,0,11,11,7,7,7,4,7,Generic,1
175.45.176.1,2667,149.171.126.14,179,tcp,FIN,0.752959,774,556,254,252,4,3,-,7639.193848,5322.999023,14,10,255,255,2403504437,60844021,55,56,0,0,3526.258638,109.169531,1421932755,1421932755,56.63646,78.657,0.068861,0.045039,0.023822,0,1,0,0,0,5,5,2,2,2,1,2, Fuzzers,1
175.45.176.2,52496,149.171.126.12,111,tcp,FIN,0.632386,564,354,254,252,2,1,-,6426.45459,3921.655273,10,8,255,255,4157210459,2539482838,56,44,0,0,5474.280331,138.703031,1421929324,1421929325,69.792444,88.965,0.056371,0.00962,0.046751,0,1,0,0,0,2,1,1,2,1,1,1,Reconnaissance,1
